"","OTUID","Warming","Control","delta.eaf","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1","OTU_1",0.375292498028907,0,0.375292498028907,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"2","OTU_10",0.393345972594159,0.174251359179464,0.219094613414695,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. NIES-2100"
"3","OTU_10098",0.494933039186639,0,0.494933039186639,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"4","OTU_101",0.258555755298878,0,0.258555755298878,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"5","OTU_10142",0.437021738444775,0,0.437021738444775,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"6","OTU_102",0.276802722116006,0,0.276802722116006,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Tolypothrichaceae","Tolypothrix","Tolypothrix tenuis"
"7","OTU_1036",0.204363734936105,0,0.204363734936105,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","unknown Bradyrhizobium"
"8","OTU_10372",0,0.16118002000173,-0.16118002000173,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"9","OTU_1046",0.0910206320108157,0,0.0910206320108157,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"10","OTU_1047",0.636220684212228,0.181921455984976,0.454299228227252,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Halotia","Halotia wernerae"
"11","OTU_10566",0.35597169925362,0,0.35597169925362,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium","Agrobacterium tumefaciens complex"
"12","OTU_10633",0.354896444902257,0,0.354896444902257,"Bacteria","Proteobacteria","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus","Acidithiobacillus ferrooxidans"
"13","OTU_1066",0.199303496919658,0,0.199303496919658,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","Rhizomicrobium electricum"
"14","OTU_1069",0,0.345825755362403,-0.345825755362403,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Tolypothrichaceae","Tolypothrix","Tolypothrix sp. NIES-4075"
"15","OTU_107",0.520072720227,0.151284197812508,0.368788522414492,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"16","OTU_10707",0.380763509452477,0,0.380763509452477,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"17","OTU_1074",0.305866662205336,0.147372536138656,0.15849412606668,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp."
"18","OTU_10806",0.167934985393142,0,0.167934985393142,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium","Agrobacterium tumefaciens complex"
"19","OTU_109",0.260711771824207,0,0.260711771824207,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"20","OTU_11",0.227253750045296,0,0.227253750045296,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"21","OTU_110784",0.364273730401155,0,0.364273730401155,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter capsulatus"
"22","OTU_1119",0.539757450552197,0.149311326569283,0.390446123982914,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. UAM 362"
"23","OTU_1127",0.721173283064672,0,0.721173283064672,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"24","OTU_1136",0.194888755679868,0,0.194888755679868,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium waimense"
"25","OTU_11362",0,0.191017460537821,-0.191017460537821,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"26","OTU_114",0.502745970271788,0,0.502745970271788,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"27","OTU_1140",0.450568486113247,0,0.450568486113247,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Scytonemataceae","Brasilonema","Brasilonema sp. CENA360"
"28","OTU_1141",0.285764318255417,0.108192253905693,0.177572064349724,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum brasilense"
"29","OTU_1146",0.248631899750536,0,0.248631899750536,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Scytonemataceae","Scytonema","Scytonema sp. LEGE 07189"
"30","OTU_1150",0.403178456445406,0.179637574665891,0.223540881779515,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"31","OTU_1152",0.182944125252917,0,0.182944125252917,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"32","OTU_116",0.22404132499767,0,0.22404132499767,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
"33","OTU_1178",0.251080356640267,0,0.251080356640267,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Geobacter sulfurreducens"
"34","OTU_1179",0.31842845192667,0,0.31842845192667,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"35","OTU_118",0.273752806924774,0.127650866623655,0.146101940301119,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Defluviicoccus","Defluviicoccus vanus"
"36","OTU_1188",0.36524452333914,0,0.36524452333914,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"37","OTU_119",0.368462291367814,0.177411944692401,0.191050346675413,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"38","OTU_12",0.472667630056999,0,0.472667630056999,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"39","OTU_1200",0.275942100732681,0,0.275942100732681,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter","Oxalobacter sp."
"40","OTU_120707",0.337455359667215,0,0.337455359667215,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia sp. RAU2d"
"41","OTU_1209",0.415385104042219,0,0.415385104042219,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"42","OTU_121",0.595005806997636,0,0.595005806997636,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"43","OTU_1229",0.355273743840916,0,0.355273743840916,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"44","OTU_123",0.191948311384324,0,0.191948311384324,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp."
"45","OTU_1231",0.477960373560998,0,0.477960373560998,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. NIES-2098"
"46","OTU_124205",0.241207744766305,0,0.241207744766305,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"47","OTU_126",0.215216947970806,0,0.215216947970806,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter capsulatus"
"48","OTU_12608",0.209631922515425,0,0.209631922515425,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","unknown Sphingomonas"
"49","OTU_12655",0.227039885587947,0,0.227039885587947,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Scytonemataceae","Scytonema","Scytonema sp. LEGE 07189"
"50","OTU_1268",0.394708462313985,0.112965756146634,0.281742706167352,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Wollea","Wollea ambigua"
"51","OTU_129",0.318709842389819,0,0.318709842389819,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya sp. CCY15150"
"52","OTU_1294",0.332626044243548,0.224184115605139,0.108441928638409,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"53","OTU_130",0.341668288055627,0,0.341668288055627,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
"54","OTU_1304",0.376466088799629,0.22836872896364,0.148097359835989,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. UAM 362"
"55","OTU_1305",0.276442444803875,0,0.276442444803875,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
"56","OTU_1309",0.282413297338218,0,0.282413297338218,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"57","OTU_131",0.212870588668376,0,0.212870588668376,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
"58","OTU_1313",0.468462655226064,0.191049494290733,0.277413160935331,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Halotia","Halotia wernerae"
"59","OTU_1324",0.296893444464779,0,0.296893444464779,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Richelia","Richelia intracellularis"
"60","OTU_1325",0.246970264243208,0,0.246970264243208,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"61","OTU_1334",0.278888310151662,0.122774338187262,0.156113971964401,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium fredii group"
"62","OTU_134",0.371329524811272,0.153092104676703,0.218237420134569,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter capsulatus"
"63","OTU_1352",0.258477785640168,0,0.258477785640168,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"64","OTU_1357",0.160831282475332,0,0.160831282475332,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Caldichromatium","Caldichromatium japonicum"
"65","OTU_136",0.282775354665975,0,0.282775354665975,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium shangrilense"
"66","OTU_1386",0.222829958577902,0,0.222829958577902,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. in: Bacteria"
"67","OTU_1395",0.299645342265657,0.0792795223104266,0.220365819955231,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium meliloti"
"68","OTU_14",0.236874676626462,0.110879380078018,0.125995296548445,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"69","OTU_140",0.366018979805188,0,0.366018979805188,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp."
"70","OTU_142",0,0.28760399496607,-0.28760399496607,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Chroococcales","Aphanothecaceae","Gloeothece","Gloeothece tepidariorum"
"71","OTU_143",0.204514173121275,0,0.204514173121275,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter lovaniensis"
"72","OTU_1435",0.233047387591029,0,0.233047387591029,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"73","OTU_14353",0.23347939241401,0,0.23347939241401,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"74","OTU_144332",0.369681770888624,0,0.369681770888624,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. HK7"
"75","OTU_145",0.12426782502158,0,0.12426782502158,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Richelia","Richelia intracellularis"
"76","OTU_1450",0.187972370097627,0,0.187972370097627,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"77","OTU_1457",0.118746165475985,0,0.118746165475985,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium silamurunense"
"78","OTU_1468",0,0.148717842881701,-0.148717842881701,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Cylindrospermum","Cylindrospermum sp. NIES-4074"
"79","OTU_147",0,0.365081763145309,-0.365081763145309,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. PCC 7507"
"80","OTU_1476",0.238133021083587,0,0.238133021083587,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter capsulatus"
"81","OTU_148",0.442490297319488,0,0.442490297319488,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"82","OTU_1499",0.387430900547918,0,0.387430900547918,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Neorhizobium","Neorhizobium galegae"
"83","OTU_15",0.430389474867457,0.28109269399609,0.149296780871366,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"84","OTU_151",0.270414855252949,0.16371773485354,0.106697120399409,"Bacteria","Planctomycetes","Planctomycetia","Isosphaerales","Isosphaeraceae","Aquisphaera","Aquisphaera sp. JC669"
"85","OTU_1512",0.172838760806603,0,0.172838760806603,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"86","OTU_1528",0.191871437903009,0,0.191871437903009,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodomicrobium","Rhodomicrobium lacus"
"87","OTU_1547",0.264681025422624,0,0.264681025422624,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Aromatoleum","Aromatoleum toluvorans"
"88","OTU_155",0.223326506461262,0,0.223326506461262,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"89","OTU_1558",0.478146974824589,0,0.478146974824589,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"90","OTU_156",0.258597559298436,0.28047853786979,-0.0218809785713538,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium nodulans"
"91","OTU_1576",0.484423985469891,0.190912113268963,0.293511872200927,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"92","OTU_158",0.247362765534588,0,0.247362765534588,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium meliloti"
"93","OTU_1580",0.167900623515453,0,0.167900623515453,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
"94","OTU_1592",0.249289969563822,0,0.249289969563822,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. CCBAU 23010"
"95","OTU_1597",0.235237951840814,0,0.235237951840814,"Bacteria","Verrucomicrobia","unknown Verrucomicrobia","unknown Verrucomicrobia","unknown Verrucomicrobia","unknown Verrucomicrobia","unknown Verrucomicrobia"
"96","OTU_15991",0.152045954277912,0,0.152045954277912,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"97","OTU_16",0,0.229272398493658,-0.229272398493658,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sagittaria"
"98","OTU_160",0.278183634832653,0,0.278183634832653,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
"99","OTU_1629",0.178643864972994,0,0.178643864972994,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"100","OTU_16296",0.241507845270122,0,0.241507845270122,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp."
"101","OTU_1650",0,0.170804584393288,-0.170804584393288,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Compactonostoc","Compactonostoc shennongjiaense"
"102","OTU_1656",0.285979529153123,0,0.285979529153123,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium metallidurans"
"103","OTU_1665",0.213836699280961,0,0.213836699280961,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"104","OTU_167",0.16889533324246,0,0.16889533324246,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
"105","OTU_1672",0.158924341498189,0,0.158924341498189,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium","Agrobacterium tumefaciens complex"
"106","OTU_1673",0.199135539672121,0,0.199135539672121,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
