"","otu_id","treatment","2.5%","50%","97.5%","p_val"
"301","OTU_19858","Control",-0.0899548891853219,0.0544713685949614,0.26613963063854,0.283720930232558
"302","OTU_199","Control",-0.133566944320366,0.0393658711723886,0.225707258905225,0.310262529832936
"303","OTU_199","Warming",0.115603599130128,0.264763646940102,0.417590199464866,0
"304","OTU_1991","Warming",0.11020372186976,0.311069790160722,0.56383020670989,0
"305","OTU_2","Control",-0.0248615239802004,0.081306092438523,0.210214472832441,0.0669999999999999
"306","OTU_2","Warming",0.236659784372354,0.409455226766689,0.557940325339735,0
"307","OTU_20","Control",-0.0191559969692543,0.0899112193022354,0.227533479179099,0.0649999999999999
"308","OTU_20","Warming",0.156891415005606,0.274296047758965,0.40708405471609,0
"309","OTU_2002","Warming",0.0800675587717625,0.230820210467825,0.379538108267949,0
"310","OTU_2009","Warming",0.151011005455509,0.304585183259963,0.642544203090669,0
"311","OTU_201","Control",-0.0244056860725214,0.090156947588654,0.197586533846593,0.0649999999999999
"312","OTU_201","Warming",0.437609314332516,0.538891464333264,0.686686502018629,0
"313","OTU_203","Control",-0.020523461652326,0.099864856636162,0.238734323015594,0.0409836065573771
"314","OTU_2044","Control",-0.181239198631995,0.0405732418990736,0.29728993741735,0.45045045045045
"315","OTU_20456","Control",-0.225492279751151,0.0961718695904143,0.37553160002918,0.308510638297872
"316","OTU_20724","Control",-0.105675056625012,0.0848965166490882,0.26643199955976,0.2
"317","OTU_2089","Control",0.00255011734182974,0.167446282362033,0.399434211105155,0.023696682464455
