"","otu_id","sampleID","timepoint","isotope","ecosystem","treatment","rep","Kingdom","Phylum","Class","Order","Family","Genus","wvd","abund","light","label","gc_prop","mw_light","mw_label","mw_max","nat_abund","eaf"
"18","OTU_10","W1_Moss_26",7,"15N","moss","Control",6,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix",1.21237034684835e-05,283185.119904565,1.71206402603694,1.71416415270428,0.790446507280202,308.083061467611,308.460975753119,311.997645059866,0.003663004,0.0961864717140741
"19","OTU_10","W1_Moss_27",7,"15N","moss","Warming",1,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix",4.93556231368878e-06,180791.359005755,1.71206402603694,1.72440492046753,0.790446507280202,308.083061467611,310.303784804824,311.997645059866,0.003663004,0.56521690407219
"20","OTU_10","W1_Moss_28",7,"15N","moss","Warming",2,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix",1.61366642947788e-05,1789606.27079501,1.71206402603694,1.72183883104866,0.790446507280202,308.083061467611,309.842021300573,311.997645059866,0.003663004,0.447689189605156
"21","OTU_10","W1_Moss_29",7,"15N","moss","Warming",3,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix",4.37123714649683e-05,349435.56947975,1.71206402603694,1.72357768657593,0.790446507280202,308.083061467611,310.154925447933,311.997645059866,0.003663004,0.527329327788243
"22","OTU_10","W1_Moss_30",7,"15N","moss","Warming",4,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix",3.4985115914595e-05,102989.345632379,1.71206402603694,1.72183098033273,0.790446507280202,308.083061467611,309.840608577356,311.997645059866,0.003663004,0.447329624309627
"23","OTU_10","W1_Moss_31",7,"15N","moss","Warming",5,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix",2.22051660278303e-05,673573.337846511,1.71206402603694,1.71982769300658,0.790446507280202,308.083061467611,309.480120369525,311.997645059866,0.003663004,0.355578425332845
"24","OTU_10","W1_Moss_32",7,"15N","moss","Warming",6,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix",4.08553985041856e-05,12240.3095873077,1.71206402603694,1.7124337257411,0.790446507280202,308.083061467611,308.149588311788,311.997645059866,0.003663004,0.0169323644568904
"25","OTU_10017","W1_Moss_21",7,"15N","moss","Control",1,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella",2.62354548262138e-05,2262.92173819969,1.71226741396894,1.71844169275432,0.792882115883124,308.084269529478,309.195193065106,312.000076978766,0.003663004,0.282663086121631
"26","OTU_10017","W1_Moss_22",7,"15N","moss","Control",2,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella",4.81125452072956e-05,76.9697592054737,1.71226741396894,1.71022009648138,0.792882115883124,308.084269529478,307.715900484139,312.000076978766,0.003663004,-0.0937277209886673
"27","OTU_10017","W1_Moss_25",7,"15N","moss","Control",5,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella",2.28434295560136e-05,4586.04830101738,1.71226741396894,1.71681707066457,0.792882115883124,308.084269529478,308.902878613695,312.000076978766,0.003663004,0.208286675591009
"28","OTU_10017","W1_Moss_26",7,"15N","moss","Control",6,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella",7.85315395405342e-06,251.089750367107,1.71226741396894,1.71479523645696,0.792882115883124,308.084269529478,308.539094715292,312.000076978766,0.003663004,0.115725598157766
"29","OTU_10017","W1_Moss_28",7,"15N","moss","Warming",2,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella",2.49217059050143e-05,765.719228757391,1.71226741396894,1.72130055136335,0.792882115883124,308.084269529478,309.709580805634,312.000076978766,0.003663004,0.413543764708122
"30","OTU_10017","W1_Moss_29",7,"15N","moss","Warming",3,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella",1.66628379325107e-05,97.6136434424512,1.71226741396894,1.71633110575128,0.792882115883124,308.084269529478,308.81544008388,312.000076978766,0.003663004,0.186038839542235
